RespId       	HW CD 	Model Name                 	Context	 Temp	TPS	  Duration	 Sc	 or	 es	      Date Time   	UPC	Model User Prompt	 Eval Duration	Eval Tokens	Prompt Eval Tokens	SysPmtCd	Model System Prompt	  Web Search Prompt    	Doc-File Name          	Web Search URL         	CPU_GPU                	RAM	OS       	Computer 	Server                               	Response File
s11_t041.06  	rm231d	qwen2:0.5b                 	  16000	  0.3	274.51	   5.49	  0	  0	  0	  2025-04-07 17:38	KP0	  461	Summarize the key events...	  1.68	   32	GKN1-SIMP	Please use the information in th...	roman empire               	0 Sources, 0 bytes     	                       	i7-13700HX, RTX 4080   	 32	Win11 Pro	HP OMEN 1	sc212d-w10p_Windows-Prod1 (127.0.0.1)	./docs/a11_search-app/25.04.Apr/a11_t041_qwen2;0.5b_1,1-test on rm231p/s11_t041.06.4.50407.1738_Response.txt
s11_t041.01  	rm231d	qwen2:0.5b                 	  16000	  0.3	276.73	   3.84	  0	  0	  0	  2025-04-07 17:45	KP0	  557	Summarize the key events...	  2.01	   32	GKN1-SIMP	Please use the information in th...	roman empire               	0 Sources, 0 bytes     	                       	i7-13700HX, RTX 4080   	 32	Win11 Pro	HP OMEN 1	rm228d-w10p_Windows-Prod1 (127.0.0.1)	./docs/a11_search-app/25.04.Apr/a11_t041_qwen2;0.5b_1,1-test on rm231p/s11_t041.01.4.50407.1745_Response.txt
s11_t041.01  	rm231d	qwen2:0.5b                 	  16000	  0.3	260.65	   2.10	  0	  0	  0	  2025-04-07 17:47	KP0	  524	Summarize the key events...	  2.01	   32	GKN1-SIMP	Please use the information in th...	roman empire               	0 Sources, 0 bytes     	                       	i7-13700HX, RTX 4080   	 32	Win11 Pro	HP OMEN 1	rm228d-w10p_Windows-Prod1 (127.0.0.1)	./docs/a11_search-app/25.04.Apr/a11_t041_qwen2;0.5b_1,1-test on rm231p/s11_t041.01.4.50407.1747_Response.txt
s11_t041.01  	rm231d	qwen2:0.5b                 	  16000	  0.3	231.87	   1.38	  0	  0	  0	  2025-04-07 17:49	KP0	  301	Summarize the key events...	  1.30	   32	GKN1-SIMP	Please use the information in th...	roman empire               	0 Sources, 0 bytes     	                       	i7-13700HX, RTX 4080   	 32	Win11 Pro	HP OMEN 1	rm228d-w10p_Windows-Prod1 (127.0.0.1)	./docs/a11_search-app/25.04.Apr/a11_t041_qwen2;0.5b_1,1-test on rm231p/s11_t041.01.4.50407.1749_Response.txt
s11_t041.01  	rm231d	qwen2:0.5b                 	  16000	  0.3	292.40	   3.46	  0	  0	  0	  2025-04-07 17:55	KP0	  435	Summarize the key events...	  1.49	   32	GKN1-SIMP	Please use the information in th...	roman empire               	0 Sources, 0 bytes     	                       	i7-13700HX, RTX 4080   	 32	Win11 Pro	HP OMEN 1	rm228d-w10p_Windows-Prod1 (127.0.0.1)	./docs/a11_search-app/25.04.Apr/a11_t041_qwen2;0.5b_1,1-test on rm231p/s11_t041.01.4.50407.1755_Response.txt
s11_t041.02  	rm231d	qwen2:0.5b                 	  16000	  0.3	231.26	   2.39	  0	  0	  0	  2025-04-07 19:04	KP0	   23	Summarize the key events...	  0.10	   32	GKN1-SIMP	Please use the information in th...	roman empire               	0 Sources, 0 bytes     	                       	i7-13700HX, RTX 4080   	 32	Win11 Pro	HP OMEN 1	sc212d-w10p_Windows-Prod1 (127.0.0.1)	./docs/a11_search-app/25.04.Apr/a11_t041_qwen2;0.5b_1,1-test on rm231p/s11_t041.02.4.50407.1902_Response.txt
s11_t041.02  	rm231d	qwen2:0.5b                 	  16000	  0.3	261.06	   2.97	  0	  0	  0	  2025-04-07 19:05	KP0	  754	Summarize the key events...	  2.89	   32	GKN1-SIMP	Please use the information in th...	roman empire               	0 Sources, 0 bytes     	                       	i7-13700HX, RTX 4080   	 32	Win11 Pro	HP OMEN 1	sc212d-w10p_Windows-Prod1 (127.0.0.1)	./docs/a11_search-app/25.04.Apr/a11_t041_qwen2;0.5b_1,1-test on rm231p/s11_t041.02.4.50407.1905_Response.txt
s11_t041.02  	rm231d	qwen2:0.5b                 	  16000	  0.3	215.25	   1.10	  0	  0	  0	  2025-04-07 19:06	KP0	  223	Summarize the key events...	  1.04	   32	GKN1-SIMP	Please use the information in th...	roman empire               	0 Sources, 0 bytes     	                       	i7-13700HX, RTX 4080   	 32	Win11 Pro	HP OMEN 1	sc212d-w10p_Windows-Prod1 (127.0.0.1)	./docs/a11_search-app/25.04.Apr/a11_t041_qwen2;0.5b_1,1-test on rm231p/s11_t041.02.4.50407.1906_Response.txt
s11_t041.02  	rm231d	qwen2:0.5b                 	  16000	  0.3	218.16	   1.81	  0	  0	  0	  2025-04-07 19:07	KP0	  378	Summarize the key events...	  1.73	   32	GKN1-SIMP	Please use the information in th...	roman empire               	0 Sources, 0 bytes     	                       	i7-13700HX, RTX 4080   	 32	Win11 Pro	HP OMEN 1	sc212d-w10p_Windows-Prod1 (127.0.0.1)	./docs/a11_search-app/25.04.Apr/a11_t041_qwen2;0.5b_1,1-test on rm231p/s11_t041.02.4.50407.1907_Response.txt
s11_t041.02  	rm231d	qwen2:0.5b                 	  16000	  0.3	270.56	   3.48	  0	  0	  0	  2025-04-07 19:16	KP0	  330	Summarize the key events...	  1.22	   32	GKN1-SIMP	Please use the information in th...	roman empire               	0 Sources, 0 bytes     	                       	i7-13700HX, RTX 4080   	 32	Win11 Pro	HP OMEN 1	sc212d-w10p_Windows-Prod1 (127.0.0.1)	./docs/a11_search-app/25.04.Apr/a11_t041_qwen2;0.5b_1,1-test on rm231p/s11_t041.02.4.50407.1916_Response.txt
